Seconds since Launch,Total Requests,Requests Per Sec,Requests Okay,Requests Relayed,Requests Error
499.7279589176178,1357084,3032.5,1205997,0,151087
501.7325932979584,1363056,2986.0,1211316,0,151740
503.7482154369354,1369112,3028.0,1216654,0,152458
505.75396609306335,1375137,3012.5,1222038,0,153099
507.7642455101013,1381146,3004.5,1227419,0,153727
509.7662761211395,1387117,2985.5,1232693,0,154424
511.77370977401733,1393129,3006.0,1238000,0,155129
513.786942243576,1399270,3070.5,1243474,0,155796
515.7883551120758,1405419,3074.5,1248911,0,156508
517.7885646820068,1411401,2991.0,1254264,0,157137
519.7992696762085,1417476,3037.5,1259661,0,157815
521.8027496337891,1423541,3032.5,1265052,0,158489
523.804607629776,1429474,2966.5,1270333,0,159141
525.8063840866089,1435459,2992.5,1275607,0,159852
527.8076303005219,1441468,3004.5,1280967,0,160501
529.8094170093536,1447567,3049.5,1286347,0,161220
531.8179709911346,1453449,2941.0,1291535,0,161914
533.833295583725,1459533,3042.0,1296961,0,162572
535.8338432312012,1465638,3052.5,1302418,0,163220
537.8473660945892,1471771,3066.5,1307880,0,163891
539.8526883125305,1477634,2931.5,1313070,0,164564
541.8550450801849,1483632,2999.0,1318404,0,165228
543.8564975261688,1489789,3078.5,1323861,0,165928
545.8698370456696,1495772,2991.5,1329172,0,166600
547.8830778598785,1501707,2967.5,1334467,0,167240
549.8888976573944,1507822,3057.5,1339930,0,167892
551.8926665782928,1513545,2861.5,1344975,0,168570
553.9081950187683,1519494,2974.5,1350266,0,169228
555.9172117710114,1525504,3005.0,1355581,0,169923
557.9182405471802,1531629,3062.5,1361026,0,170603
559.9229073524475,1537779,3075.0,1366511,0,171268
561.9384958744049,1543746,2983.5,1371806,0,171940
563.938581943512,1549653,2953.5,1377064,0,172589
565.9545619487762,1555610,2978.5,1382369,0,173241
567.9701294898987,1561512,2951.0,1387568,0,173944
569.9838664531708,1567579,3033.5,1392979,0,174600
571.9956469535828,1573556,2988.5,1398303,0,175253
573.9969458580017,1579564,3004.0,1403688,0,175876
576.0102858543396,1585713,3074.5,1409180,0,176533
578.0146460533142,1591721,3004.0,1414510,0,177211
580.0241386890411,1597765,3022.0,1419853,0,177912
582.0256600379944,1603773,3004.0,1425199,0,178574
584.0294053554535,1609884,3055.5,1430650,0,179234
586.040543794632,1615830,2973.0,1435972,0,179858
588.0406243801117,1621742,2956.0,1441171,0,180571
590.0562829971313,1627810,3034.0,1446575,0,181235
592.0647294521332,1633759,2974.5,1451838,0,181921
594.074296951294,1639830,3035.5,1457227,0,182603
596.0753698348999,1645816,2993.0,1462605,0,183211
598.0834076404572,1651911,3047.5,1468028,0,183883
600.0860064029694,1657796,2942.5,1473293,0,184503
602.0866017341614,1663812,3008.0,1478631,0,185181
604.087334394455,1669817,3002.5,1483990,0,185827
606.0901033878326,1675786,2984.5,1489313,0,186473
608.095990896225,1681779,2996.5,1494614,0,187165
610.0979375839233,1687707,2964.0,1499862,0,187845
612.1016526222229,1693564,2928.5,1505094,0,188470
614.1023325920105,1699638,3037.0,1510492,0,189146
616.1180675029755,1705691,3026.5,1515812,0,189879
618.1286315917969,1711519,2914.0,1521019,0,190500
620.1341495513916,1717608,3044.5,1526405,0,191203
622.1360790729523,1723699,3045.5,1531825,0,191874
624.1410331726074,1729771,3036.0,1537220,0,192551
626.1557915210724,1735881,3055.0,1542688,0,193193
628.1683449745178,1741682,2900.5,1547837,0,193845
630.1795873641968,1747730,3024.0,1553253,0,194477
632.1823580265045,1753648,2959.0,1558501,0,195147
634.182998418808,1759779,3065.5,1563947,0,195832
636.1832749843597,1765904,3062.5,1569367,0,196537
638.1948630809784,1771892,2994.0,1574709,0,197183
640.1986970901489,1777723,2915.5,1579927,0,197796
642.2016599178314,1783703,2990.0,1585232,0,198471
644.2020647525787,1789732,3014.5,1590591,0,199141
646.2050976753235,1795766,3017.0,1595990,0,199776
648.2111525535583,1801762,2998.0,1601303,0,200459
650.2127223014832,1807638,2938.0,1606511,0,201127
652.2269945144653,1813718,3040.0,1611897,0,201821
654.2374293804169,1819878,3080.0,1617369,0,202509
656.2506654262543,1826014,3068.0,1622822,0,203192
658.2661683559418,1831875,2930.5,1628037,0,203838
660.2770330905914,1837808,2966.5,1633348,0,204460
