Seconds since Launch,Total Requests,Requests Per Sec,Requests Okay,Requests Relayed,Requests Error
409.2679080963135,1025292,2866.0,957616,0,67676
411.2802679538727,1031254,2981.0,963170,0,68084
413.2952456474304,1037025,2885.5,968613,0,68412
415.3040015697479,1042987,2981.0,974185,0,68802
417.3053991794586,1048912,2962.5,979705,0,69207
419.30581068992615,1054817,2952.5,985200,0,69617
421.30739998817444,1060564,2873.5,990553,0,70011
423.30836939811707,1066335,2885.5,995943,0,70392
425.3100390434265,1072127,2896.0,1001343,0,70784
427.3106498718262,1077893,2883.0,1006736,0,71157
429.32463932037354,1083727,2917.0,1012217,0,71510
431.32479310035706,1089444,2858.5,1017565,0,71879
433.3404242992401,1095380,2968.0,1023116,0,72264
435.3408648967743,1101111,2865.5,1028467,0,72644
437.3473587036133,1106986,2937.5,1033959,0,73027
439.35062551498413,1112630,2822.0,1039245,0,73385
441.3625054359436,1118521,2945.5,1044754,0,73767
443.3713104724884,1124438,2958.5,1050280,0,74158
445.37276339530945,1130314,2938.0,1055770,0,74544
447.3728985786438,1136193,2939.5,1061230,0,74963
449.3884744644165,1142113,2960.0,1066746,0,75367
451.3884813785553,1147726,2806.5,1071975,0,75751
453.4043071269989,1153480,2877.0,1077342,0,76138
455.414098739624,1159380,2950.0,1082835,0,76545
457.423889875412,1165242,2931.0,1088307,0,76935
459.4239077568054,1170969,2863.5,1093674,0,77295
461.4268226623535,1176664,2847.5,1098973,0,77691
463.42727041244507,1182456,2896.0,1104413,0,78043
465.4344186782837,1188329,2936.5,1109893,0,78436
467.43718123435974,1194157,2914.0,1115367,0,78790
469.43981099128723,1199745,2794.0,1120608,0,79137
471.444043636322,1205560,2907.5,1126038,0,79522
473.453821182251,1211543,2991.5,1131654,0,79889
475.4545328617096,1217103,2780.0,1136843,0,80260
477.45462107658386,1222907,2902.0,1142254,0,80653
479.47015833854675,1228705,2899.0,1147672,0,81033
481.4701931476593,1234497,2896.0,1153084,0,81413
483.4758884906769,1239998,2750.5,1158197,0,81801
485.49133586883545,1245535,2768.5,1163360,0,82175
487.49284052848816,1251173,2819.0,1168608,0,82565
489.499223947525,1257011,2919.0,1174071,0,82940
491.5028347969055,1262691,2840.0,1179389,0,83302
493.5178463459015,1268606,2957.5,1184927,0,83679
495.532972574234,1274544,2969.0,1190482,0,84062
497.5337014198303,1280412,2934.0,1195977,0,84435
499.5392653942108,1286198,2893.0,1201389,0,84809
501.54687666893005,1292092,2947.0,1206879,0,85213
503.55070185661316,1298070,2989.0,1212453,0,85617
505.5612163543701,1303916,2923.0,1217927,0,85989
507.5621838569641,1310006,3045.0,1223615,0,86391
509.57247161865234,1316020,3007.0,1229226,0,86794
511.58181977272034,1321956,2968.0,1234767,0,87189
513.5967302322388,1327734,2889.0,1240155,0,87579
515.6006724834442,1333616,2941.0,1245686,0,87930
517.6010611057281,1339384,2884.0,1251041,0,88343
519.60271692276,1345263,2939.5,1256551,0,88712
521.6140689849854,1351106,2921.5,1262000,0,89106
523.6292579174042,1356929,2911.5,1267462,0,89467
525.6448864936829,1362899,2985.0,1273050,0,89849
527.6479022502899,1368742,2921.5,1278525,0,90217
529.6491532325745,1374524,2891.0,1283928,0,90596
531.6558072566986,1380311,2893.5,1289352,0,90959
533.658043384552,1386205,2947.0,1294852,0,91353
535.6581571102142,1392047,2921.0,1300321,0,91726
537.6722066402435,1397657,2805.0,1305528,0,92129
539.6736483573914,1403457,2900.0,1310940,0,92517
541.6769936084747,1409349,2946.0,1316466,0,92883
543.6775207519531,1415005,2828.0,1321743,0,93262
545.6801400184631,1420617,2806.0,1326983,0,93634
547.6803379058838,1426421,2902.0,1332420,0,94001
549.683087348938,1432259,2919.0,1337852,0,94407
551.6876080036163,1438102,2921.5,1343299,0,94803
553.7029118537903,1443683,2790.5,1348538,0,95145
555.7113003730774,1449460,2888.5,1353942,0,95518
557.7197952270508,1455363,2951.5,1359463,0,95900
559.720623254776,1461000,2818.5,1364727,0,96273
561.7338380813599,1466890,2945.0,1370288,0,96602
563.7385699748993,1472714,2912.0,1375761,0,96953
565.7398147583008,1478605,2945.5,1381254,0,97351
567.7407343387604,1484391,2893.0,1386665,0,97726
569.7563285827637,1490152,2880.5,1392058,0,98094
571.768132686615,1495877,2862.5,1397410,0,98467
573.7710828781128,1501608,2865.5,1402745,0,98863
575.7879092693329,1507440,2916.0,1408247,0,99193
577.789057970047,1513304,2932.0,1413737,0,99567
579.7891294956207,1519191,2943.5,1419229,0,99962
581.801619052887,1525100,2954.5,1424728,0,100372
583.8112261295319,1530679,2789.5,1429926,0,100753
585.812436580658,1536585,2953.0,1435429,0,101156
587.8140230178833,1542465,2940.0,1440933,0,101532
589.8269329071045,1548283,2909.0,1446374,0,101909
591.8294184207916,1554096,2906.5,1451820,0,102276
593.8449203968048,1560024,2964.0,1457342,0,102682
595.8449285030365,1565896,2936.0,1462819,0,103077
597.8582620620728,1571479,2791.5,1468016,0,103463
599.8624310493469,1577365,2943.0,1473508,0,103857
601.8668322563171,1583203,2919.0,1478943,0,104260
